SGMA_SITE_ID,EWM_ID,INFO_SITE_ID,EXISTING_SITE_ID,SUSTAINABILITY_INDICATOR,START_DT,MEASUREMENT_TYPE,VALUE_DT,DATA_VALUE
,24649,,,Groundwater Levels,2022-01-28 17:13:43,Measurable Objective,2042-01-28 17:13:43,68.03
,48670,,,Groundwater Levels,2022-01-01 00:00:00,Minimum Threshold,,-107
,48670,,,Groundwater Levels,2022-01-25 11:15:20,Minimum Threshold,,-107
,48670,,,Groundwater Levels,2022-01-01 00:00:00,5 Year Interim Milestone,2027-01-25 11:15:20,-21
,48670,,,Groundwater Levels,2022-01-25 11:15:20,5 Year Interim Milestone,2027-01-25 11:15:20,-21
,48670,,,Groundwater Levels,2022-01-01 00:00:00,10 Year Interim Milestone,2032-01-25 11:15:20,-21
,48670,,,Groundwater Levels,2022-01-25 11:15:20,10 Year Interim Milestone,2032-01-25 11:15:20,-21
,48670,,,Groundwater Levels,2022-01-01 00:00:00,15 Year Interim Milestone,2037-01-25 11:15:20,-21
,48670,,,Groundwater Levels,2022-01-25 11:15:20,15 Year Interim Milestone,2037-01-25 11:15:20,-21
,48670,,,Groundwater Levels,2022-01-01 00:00:00,Measurable Objective,2042-01-25 11:15:20,-21
,48670,,,Groundwater Levels,2022-01-25 11:15:20,Measurable Objective,2042-01-25 11:15:20,-21
,49252,,,Groundwater Levels,2022-01-01 00:00:00,Minimum Threshold,,-69
,49252,,,Groundwater Levels,2022-01-28 15:01:43,Minimum Threshold,,-69
,49252,,,Groundwater Levels,2022-01-01 00:00:00,5 Year Interim Milestone,2027-01-28 15:01:43,-15
,49252,,,Groundwater Levels,2022-01-28 15:01:43,5 Year Interim Milestone,2027-01-28 15:01:43,-15
,49252,,,Groundwater Levels,2022-01-01 00:00:00,10 Year Interim Milestone,2032-01-28 15:01:43,-20
,49252,,,Groundwater Levels,2022-01-28 15:01:43,10 Year Interim Milestone,2032-01-28 15:01:43,-20
,49252,,,Groundwater Levels,2022-01-01 00:00:00,15 Year Interim Milestone,2037-01-28 15:01:43,-20
,49252,,,Groundwater Levels,2022-01-28 15:01:43,15 Year Interim Milestone,2037-01-28 15:01:43,-20
,49252,,,Groundwater Levels,2022-01-01 00:00:00,Measurable Objective,2042-01-28 15:01:43,-20
,49252,,,Groundwater Levels,2022-01-28 15:01:43,Measurable Objective,2042-01-28 15:01:43,-20
,29444,,,Groundwater Levels,2022-01-31 00:00:00,Minimum Threshold,,66
,29444,,,Groundwater Levels,2022-01-31 15:38:01,Minimum Threshold,,66
,29444,,,Groundwater Levels,2022-01-31 00:00:00,5 Year Interim Milestone,2027-01-31 15:38:01,55
,29444,,,Groundwater Levels,2022-01-31 15:38:01,5 Year Interim Milestone,2027-01-31 15:38:01,55
,29444,,,Groundwater Levels,2022-01-31 00:00:00,10 Year Interim Milestone,2032-01-31 15:38:01,66
,29444,,,Groundwater Levels,2022-01-31 15:38:01,10 Year Interim Milestone,2032-01-31 15:38:01,66
,29444,,,Groundwater Levels,2022-01-31 00:00:00,15 Year Interim Milestone,2037-01-31 15:38:01,71.5
,29444,,,Groundwater Levels,2022-01-31 15:38:01,15 Year Interim Milestone,2037-01-31 15:38:01,71.5
,29444,,,Groundwater Levels,2022-01-31 00:00:00,Measurable Objective,2042-01-31 15:38:01,77
,29444,,,Groundwater Levels,2022-01-31 15:38:01,Measurable Objective,2042-01-31 15:38:01,77
,37780,,,Groundwater Levels,2022-01-31 16:35:14,Minimum Threshold,,4010.4
,37780,,,Groundwater Levels,2022-01-31 16:35:14,5 Year Interim Milestone,2027-01-31 16:35:14,4054.4
,37780,,,Groundwater Levels,2022-01-31 16:35:14,10 Year Interim Milestone,2032-01-31 16:35:14,4054.4
,37780,,,Groundwater Levels,2022-01-31 16:35:14,15 Year Interim Milestone,2037-01-31 16:35:14,4054.4
,37780,,,Groundwater Levels,2022-01-31 16:35:14,Measurable Objective,2042-01-31 16:35:14,4054.4
,46250,,,Groundwater Levels,2022-01-12 18:02:03,Minimum Threshold,,4
,46250,,,Groundwater Levels,2022-01-12 18:02:03,5 Year Interim Milestone,2027-01-12 18:02:03,
,46250,,,Groundwater Levels,2022-01-12 18:02:03,10 Year Interim Milestone,2032-01-12 18:02:03,
,46250,,,Groundwater Levels,2022-01-12 18:02:03,15 Year Interim Milestone,2037-01-12 18:02:03,
,46250,,,Groundwater Levels,2022-01-12 18:02:03,Measurable Objective,2042-01-12 18:02:03,4
,48754,,,Groundwater Levels,2022-01-29 14:25:39,Minimum Threshold,,85
,48754,,,Groundwater Levels,2022-01-29 14:25:39,5 Year Interim Milestone,2027-01-29 14:25:39,115
,48754,,,Groundwater Levels,2022-01-29 14:25:39,10 Year Interim Milestone,2032-01-29 14:25:39,115
,48754,,,Groundwater Levels,2022-01-29 14:25:39,15 Year Interim Milestone,2037-01-29 14:25:39,115
,48754,,,Groundwater Levels,2022-01-29 14:25:39,Measurable Objective,2042-01-29 14:25:39,115
,50900,,,Groundwater Levels,2022-01-31 12:28:36,Minimum Threshold,,193
,50900,,,Groundwater Levels,2022-01-31 12:28:36,5 Year Interim Milestone,2027-01-31 12:28:36,244.8
,50900,,,Groundwater Levels,2022-01-31 12:28:36,10 Year Interim Milestone,2032-01-31 12:28:36,240.2
,50900,,,Groundwater Levels,2022-01-31 12:28:36,15 Year Interim Milestone,2037-01-31 12:28:36,235.7
,50900,,,Groundwater Levels,2022-01-31 12:28:36,Measurable Objective,2042-01-31 12:28:36,231.1
,31781,,,Groundwater Levels,2022-01-28 20:40:33,Minimum Threshold,,207.7
,31781,,,Groundwater Levels,2022-01-28 20:40:33,5 Year Interim Milestone,2027-01-28 20:40:33,215
,31781,,,Groundwater Levels,2022-01-28 20:40:33,10 Year Interim Milestone,2032-01-28 20:40:33,215
,31781,,,Groundwater Levels,2022-01-28 20:40:33,15 Year Interim Milestone,2037-01-28 20:40:33,215
,31781,,,Groundwater Levels,2022-01-28 20:40:33,Measurable Objective,2042-01-28 20:40:33,215
,31782,,,Groundwater Levels,2022-01-28 20:40:33,Minimum Threshold,,304.2
,31782,,,Groundwater Levels,2022-01-28 20:40:33,5 Year Interim Milestone,2027-01-28 20:40:33,315.6
,31782,,,Groundwater Levels,2022-01-28 20:40:33,10 Year Interim Milestone,2032-01-28 20:40:33,315.6
,31782,,,Groundwater Levels,2022-01-28 20:40:33,15 Year Interim Milestone,2037-01-28 20:40:33,315.6
,31782,,,Groundwater Levels,2022-01-28 20:40:33,Measurable Objective,2042-01-28 20:40:33,315.6
,11660,,,Groundwater Levels,2022-01-28 20:40:33,Minimum Threshold,,308.2
,11660,,,Groundwater Levels,2022-01-28 20:40:33,5 Year Interim Milestone,2027-01-28 20:40:33,319.5
,11660,,,Groundwater Levels,2022-01-28 20:40:33,10 Year Interim Milestone,2032-01-28 20:40:33,319.5
,11660,,,Groundwater Levels,2022-01-28 20:40:33,15 Year Interim Milestone,2037-01-28 20:40:33,319.5
,11660,,,Groundwater Levels,2022-01-28 20:40:33,Measurable Objective,2042-01-28 20:40:33,319.5
,10482,,,Groundwater Levels,2022-01-28 20:40:33,Minimum Threshold,,355.8
,10482,,,Groundwater Levels,2022-01-28 20:40:33,5 Year Interim Milestone,2027-01-28 20:40:33,383.7
,10482,,,Groundwater Levels,2022-01-28 20:40:33,10 Year Interim Milestone,2032-01-28 20:40:33,383.7
,10482,,,Groundwater Levels,2022-01-28 20:40:33,15 Year Interim Milestone,2037-01-28 20:40:33,383.7
,10482,,,Groundwater Levels,2022-01-28 20:40:33,Measurable Objective,2042-01-28 20:40:33,383.7
,10492,,,Groundwater Levels,2022-01-28 20:40:33,Minimum Threshold,,287.6
,10492,,,Groundwater Levels,2022-01-28 20:40:33,5 Year Interim Milestone,2027-01-28 20:40:33,296
,10492,,,Groundwater Levels,2022-01-28 20:40:33,10 Year Interim Milestone,2032-01-28 20:40:33,296
,10492,,,Groundwater Levels,2022-01-28 20:40:33,15 Year Interim Milestone,2037-01-28 20:40:33,296
,10492,,,Groundwater Levels,2022-01-28 20:40:33,Measurable Objective,2042-01-28 20:40:33,296
,30990,,,Groundwater Levels,2022-01-28 20:40:33,Minimum Threshold,,271
,30990,,,Groundwater Levels,2022-01-28 20:40:33,5 Year Interim Milestone,2027-01-28 20:40:33,287.3
,30990,,,Groundwater Levels,2022-01-28 20:40:33,10 Year Interim Milestone,2032-01-28 20:40:33,287.3
,30990,,,Groundwater Levels,2022-01-28 20:40:33,15 Year Interim Milestone,2037-01-28 20:40:33,287.3
,30990,,,Groundwater Levels,2022-01-28 20:40:33,Measurable Objective,2042-01-28 20:40:33,287.3
,17016,,,Groundwater Levels,2022-01-28 20:40:33,Minimum Threshold,,376.4
,17016,,,Groundwater Levels,2022-01-28 20:40:33,5 Year Interim Milestone,2027-01-28 20:40:33,382.8
,17016,,,Groundwater Levels,2022-01-28 20:40:33,10 Year Interim Milestone,2032-01-28 20:40:33,382.8
,17016,,,Groundwater Levels,2022-01-28 20:40:33,15 Year Interim Milestone,2037-01-28 20:40:33,382.8
,17016,,,Groundwater Levels,2022-01-28 20:40:33,Measurable Objective,2042-01-28 20:40:33,382.8
,25014,,,Groundwater Levels,2022-01-28 20:40:33,Minimum Threshold,,-35.3
,25014,,,Groundwater Levels,2022-01-28 20:40:33,5 Year Interim Milestone,2027-01-28 20:40:33,4.7
,25014,,,Groundwater Levels,2022-01-28 20:40:33,10 Year Interim Milestone,2032-01-28 20:40:33,4.7
,25014,,,Groundwater Levels,2022-01-28 20:40:33,15 Year Interim Milestone,2037-01-28 20:40:33,4.7
,25014,,,Groundwater Levels,2022-01-28 20:40:33,Measurable Objective,2042-01-28 20:40:33,4.7
,30536,,,Groundwater Levels,2022-01-28 20:40:33,Minimum Threshold,,16.5
,30536,,,Groundwater Levels,2022-01-28 20:40:33,5 Year Interim Milestone,2027-01-28 20:40:33,82.3
,30536,,,Groundwater Levels,2022-01-28 20:40:33,10 Year Interim Milestone,2032-01-28 20:40:33,82.3
,30536,,,Groundwater Levels,2022-01-28 20:40:33,15 Year Interim Milestone,2037-01-28 20:40:33,82.3
,30536,,,Groundwater Levels,2022-01-28 20:40:33,Measurable Objective,2042-01-28 20:40:33,82.3
,7616,,,Groundwater Levels,2022-01-28 20:40:33,Minimum Threshold,,40.3
,7616,,,Groundwater Levels,2022-01-28 20:40:33,5 Year Interim Milestone,2027-01-28 20:40:33,110.9
,7616,,,Groundwater Levels,2022-01-28 20:40:33,10 Year Interim Milestone,2032-01-28 20:40:33,110.9
,7616,,,Groundwater Levels,2022-01-28 20:40:33,15 Year Interim Milestone,2037-01-28 20:40:33,110.9
,7616,,,Groundwater Levels,2022-01-28 20:40:33,Measurable Objective,2042-01-28 20:40:33,110.9
,29236,,,Groundwater Levels,2022-01-28 20:40:33,Minimum Threshold,,47.8
,29236,,,Groundwater Levels,2022-01-28 20:40:33,5 Year Interim Milestone,2027-01-28 20:40:33,80
,29236,,,Groundwater Levels,2022-01-28 20:40:33,10 Year Interim Milestone,2032-01-28 20:40:33,80
,29236,,,Groundwater Levels,2022-01-28 20:40:33,15 Year Interim Milestone,2037-01-28 20:40:33,80
,29236,,,Groundwater Levels,2022-01-28 20:40:33,Measurable Objective,2042-01-28 20:40:33,80
,28090,,,Groundwater Levels,2022-01-28 20:40:33,Minimum Threshold,,36.4
,28090,,,Groundwater Levels,2022-01-28 20:40:33,5 Year Interim Milestone,2027-01-28 20:40:33,72.8
,28090,,,Groundwater Levels,2022-01-28 20:40:33,10 Year Interim Milestone,2032-01-28 20:40:33,72.8
,28090,,,Groundwater Levels,2022-01-28 20:40:33,15 Year Interim Milestone,2037-01-28 20:40:33,72.8
,28090,,,Groundwater Levels,2022-01-28 20:40:33,Measurable Objective,2042-01-28 20:40:33,72.8
,9685,,,Groundwater Levels,2022-01-28 20:40:33,Minimum Threshold,,-56.4
,9685,,,Groundwater Levels,2022-01-28 20:40:33,5 Year Interim Milestone,2027-01-28 20:40:33,19.3
,9685,,,Groundwater Levels,2022-01-28 20:40:33,10 Year Interim Milestone,2032-01-28 20:40:33,19.3
,9685,,,Groundwater Levels,2022-01-28 20:40:33,15 Year Interim Milestone,2037-01-28 20:40:33,19.3
,9685,,,Groundwater Levels,2022-01-28 20:40:33,Measurable Objective,2042-01-28 20:40:33,19.3
,9703,,,Groundwater Levels,2022-01-28 20:40:33,Minimum Threshold,,68.3
,9703,,,Groundwater Levels,2022-01-28 20:40:33,5 Year Interim Milestone,2027-01-28 20:40:33,111.1
,9703,,,Groundwater Levels,2022-01-28 20:40:33,10 Year Interim Milestone,2032-01-28 20:40:33,111.1
,9703,,,Groundwater Levels,2022-01-28 20:40:33,15 Year Interim Milestone,2037-01-28 20:40:33,111.1
,9703,,,Groundwater Levels,2022-01-28 20:40:33,Measurable Objective,2042-01-28 20:40:33,111.1
,29114,,,Groundwater Levels,2022-01-28 20:40:33,Minimum Threshold,,67.1
,29114,,,Groundwater Levels,2022-01-28 20:40:33,5 Year Interim Milestone,2027-01-28 20:40:33,104.8
,29114,,,Groundwater Levels,2022-01-28 20:40:33,10 Year Interim Milestone,2032-01-28 20:40:33,104.8
,29114,,,Groundwater Levels,2022-01-28 20:40:33,15 Year Interim Milestone,2037-01-28 20:40:33,104.8
,29114,,,Groundwater Levels,2022-01-28 20:40:33,Measurable Objective,2042-01-28 20:40:33,104.8
,57561,,,Groundwater Levels,2022-01-24 17:04:37,Minimum Threshold,,100.1
,57561,,,Groundwater Levels,2022-01-24 17:04:37,5 Year Interim Milestone,2027-01-24 17:04:37,101.4
,57561,,,Groundwater Levels,2022-01-24 17:04:37,10 Year Interim Milestone,2032-01-24 17:04:37,102.6
,57561,,,Groundwater Levels,2022-01-24 17:04:37,15 Year Interim Milestone,2037-01-24 17:04:37,103.9
,57561,,,Groundwater Levels,2022-01-24 17:04:37,Measurable Objective,2042-01-24 17:04:37,105.1
,57562,,,Groundwater Levels,2022-01-24 17:05:45,Minimum Threshold,,387.9
,57562,,,Groundwater Levels,2022-01-24 17:05:45,5 Year Interim Milestone,2027-01-24 17:05:45,397.1
,57562,,,Groundwater Levels,2022-01-24 17:05:45,10 Year Interim Milestone,2032-01-24 17:05:45,397.1
,57562,,,Groundwater Levels,2022-01-24 17:05:45,15 Year Interim Milestone,2037-01-24 17:05:45,397.1
,57562,,,Groundwater Levels,2022-01-24 17:05:45,Measurable Objective,2042-01-24 17:05:45,397.1
,4590,,,Groundwater Levels,2022-01-31 15:38:01,Minimum Threshold,,71
,4590,,,Groundwater Levels,2022-01-31 15:38:01,5 Year Interim Milestone,2027-01-31 15:38:01,56
,4590,,,Groundwater Levels,2022-01-31 15:38:01,10 Year Interim Milestone,2032-01-31 15:38:01,71
,4590,,,Groundwater Levels,2022-01-31 15:38:01,15 Year Interim Milestone,2037-01-31 15:38:01,78
,4590,,,Groundwater Levels,2022-01-31 15:38:01,Measurable Objective,2042-01-31 15:38:01,85
,3551,,,Groundwater Levels,2022-01-31 15:38:01,Minimum Threshold,,62
,3551,,,Groundwater Levels,2022-01-31 15:38:01,5 Year Interim Milestone,2027-01-31 15:38:01,
,3551,,,Groundwater Levels,2022-01-31 15:38:01,10 Year Interim Milestone,2032-01-31 15:38:01,
,3551,,,Groundwater Levels,2022-01-31 15:38:01,15 Year Interim Milestone,2037-01-31 15:38:01,
,3551,,,Groundwater Levels,2022-01-31 15:38:01,Measurable Objective,2042-01-31 15:38:01,77
,3553,,,Groundwater Levels,2022-01-31 15:38:01,Minimum Threshold,,52
,3553,,,Groundwater Levels,2022-01-31 15:38:01,5 Year Interim Milestone,2027-01-31 15:38:01,
,3553,,,Groundwater Levels,2022-01-31 15:38:01,10 Year Interim Milestone,2032-01-31 15:38:01,
,3553,,,Groundwater Levels,2022-01-31 15:38:01,15 Year Interim Milestone,2037-01-31 15:38:01,
,3553,,,Groundwater Levels,2022-01-31 15:38:01,Measurable Objective,2042-01-31 15:38:01,66
,38078,,,Groundwater Levels,2022-01-31 15:38:01,Minimum Threshold,,36
,38078,,,Groundwater Levels,2022-01-31 15:38:01,5 Year Interim Milestone,2027-01-31 15:38:01,
,38078,,,Groundwater Levels,2022-01-31 15:38:01,10 Year Interim Milestone,2032-01-31 15:38:01,
,38078,,,Groundwater Levels,2022-01-31 15:38:01,15 Year Interim Milestone,2037-01-31 15:38:01,
,38078,,,Groundwater Levels,2022-01-31 15:38:01,Measurable Objective,2042-01-31 15:38:01,42
,24982,,,Groundwater Levels,2022-01-28 17:13:43,Minimum Threshold,,7.58
,24982,,,Groundwater Levels,2022-01-28 17:13:43,5 Year Interim Milestone,2027-01-28 17:13:43,15.58
,24982,,,Groundwater Levels,2022-01-28 17:13:43,10 Year Interim Milestone,2032-01-28 17:13:43,15.58
,24982,,,Groundwater Levels,2022-01-28 17:13:43,15 Year Interim Milestone,2037-01-28 17:13:43,15.58
,24982,,,Groundwater Levels,2022-01-28 17:13:43,Measurable Objective,2042-01-28 17:13:43,15.58
,25264,,,Groundwater Levels,2022-01-28 17:13:43,Minimum Threshold,,-0.12
,25264,,,Groundwater Levels,2022-01-28 17:13:43,5 Year Interim Milestone,2027-01-28 17:13:43,16.38
,25264,,,Groundwater Levels,2022-01-28 17:13:43,10 Year Interim Milestone,2032-01-28 17:13:43,16.38
,25264,,,Groundwater Levels,2022-01-28 17:13:43,15 Year Interim Milestone,2037-01-28 17:13:43,16.38
,25264,,,Groundwater Levels,2022-01-28 17:13:43,Measurable Objective,2042-01-28 17:13:43,16.38
,25265,,,Groundwater Levels,2022-01-28 17:13:43,Minimum Threshold,,-0.41
,25265,,,Groundwater Levels,2022-01-28 17:13:43,5 Year Interim Milestone,2027-01-28 17:13:43,16.09
,25265,,,Groundwater Levels,2022-01-28 17:13:43,10 Year Interim Milestone,2032-01-28 17:13:43,16.09
,25265,,,Groundwater Levels,2022-01-28 17:13:43,15 Year Interim Milestone,2037-01-28 17:13:43,16.09
,25265,,,Groundwater Levels,2022-01-28 17:13:43,Measurable Objective,2042-01-28 17:13:43,16.09
,55215,,,Groundwater Levels,2022-01-28 17:13:43,Minimum Threshold,,
,55215,,,Groundwater Levels,2022-01-28 17:13:43,5 Year Interim Milestone,2027-01-28 17:13:43,
,55215,,,Groundwater Levels,2022-01-28 17:13:43,10 Year Interim Milestone,2032-01-28 17:13:43,
,55215,,,Groundwater Levels,2022-01-28 17:13:43,15 Year Interim Milestone,2037-01-28 17:13:43,
,55215,,,Groundwater Levels,2022-01-28 17:13:43,Measurable Objective,2042-01-28 17:13:43,
,35190,,,Groundwater Levels,2022-01-28 17:38:47,Minimum Threshold,,5009
,35190,,,Groundwater Levels,2022-01-28 17:38:47,5 Year Interim Milestone,2027-01-28 17:38:47,5014
,35190,,,Groundwater Levels,2022-01-28 17:38:47,10 Year Interim Milestone,2032-01-28 17:38:47,5019
,35190,,,Groundwater Levels,2022-01-28 17:38:47,15 Year Interim Milestone,2037-01-28 17:38:47,5024
,35190,,,Groundwater Levels,2022-01-28 17:38:47,Measurable Objective,2042-01-28 17:38:47,5029
,36133,,,Groundwater Levels,2022-01-28 17:38:47,Minimum Threshold,,4913
,36133,,,Groundwater Levels,2022-01-28 17:38:47,5 Year Interim Milestone,2027-01-28 17:38:47,4915
,36133,,,Groundwater Levels,2022-01-28 17:38:47,10 Year Interim Milestone,2032-01-28 17:38:47,4917
,36133,,,Groundwater Levels,2022-01-28 17:38:47,15 Year Interim Milestone,2037-01-28 17:38:47,4919
,36133,,,Groundwater Levels,2022-01-28 17:38:47,Measurable Objective,2042-01-28 17:38:47,4921
,20076,,,Groundwater Levels,2022-01-28 17:38:47,Minimum Threshold,,4972
,20076,,,Groundwater Levels,2022-01-28 17:38:47,5 Year Interim Milestone,2027-01-28 17:38:47,4974
,20076,,,Groundwater Levels,2022-01-28 17:38:47,10 Year Interim Milestone,2032-01-28 17:38:47,4976
,20076,,,Groundwater Levels,2022-01-28 17:38:47,15 Year Interim Milestone,2037-01-28 17:38:47,4978
,20076,,,Groundwater Levels,2022-01-28 17:38:47,Measurable Objective,2042-01-28 17:38:47,4979
,48703,,,Groundwater Levels,2022-02-01 00:00:00,Minimum Threshold,,5061
,48703,,,Groundwater Levels,2022-02-01 00:00:00,5 Year Interim Milestone,2027-02-01 00:00:00,5064
,48703,,,Groundwater Levels,2022-02-01 00:00:00,10 Year Interim Milestone,2037-02-01 00:00:00,5067
,48703,,,Groundwater Levels,2022-02-01 00:00:00,15 Year Interim Milestone,2052-02-01 00:00:00,5070
,48703,,,Groundwater Levels,2022-02-01 00:00:00,Measurable Objective,2072-02-01 00:00:00,5072
,20571,,,Groundwater Levels,2022-01-28 00:00:00,Minimum Threshold,,4873
,20571,,,Groundwater Levels,2022-01-28 00:00:00,5 Year Interim Milestone,2027-01-28 00:00:00,4875
,20571,,,Groundwater Levels,2022-01-28 00:00:00,10 Year Interim Milestone,2032-01-28 00:00:00,4876
,20571,,,Groundwater Levels,2022-01-28 00:00:00,15 Year Interim Milestone,2037-01-28 00:00:00,4877
,20571,,,Groundwater Levels,2022-01-28 00:00:00,Measurable Objective,2042-01-28 00:00:00,4878
,20702,,,Groundwater Levels,2022-01-28 17:38:47,Minimum Threshold,,4849
,20702,,,Groundwater Levels,2022-01-28 17:38:47,5 Year Interim Milestone,2027-01-28 17:38:47,4852
,20702,,,Groundwater Levels,2022-01-28 17:38:47,10 Year Interim Milestone,2032-01-28 17:38:47,4855
,20702,,,Groundwater Levels,2022-01-28 17:38:47,15 Year Interim Milestone,2037-01-28 17:38:47,4858
,20702,,,Groundwater Levels,2022-01-28 17:38:47,Measurable Objective,2042-01-28 17:38:47,4860
,36033,,,Groundwater Levels,2022-01-28 17:38:47,Minimum Threshold,,4786
,36033,,,Groundwater Levels,2022-01-28 17:38:47,5 Year Interim Milestone,2027-01-28 17:38:47,4798
,36033,,,Groundwater Levels,2022-01-28 17:38:47,10 Year Interim Milestone,2032-01-28 17:38:47,4810
,36033,,,Groundwater Levels,2022-01-28 17:38:47,15 Year Interim Milestone,2037-01-28 17:38:47,4822
,36033,,,Groundwater Levels,2022-01-28 17:38:47,Measurable Objective,2042-01-28 17:38:47,4833
,36035,,,Groundwater Levels,2022-01-28 17:38:47,Minimum Threshold,,5038
,36035,,,Groundwater Levels,2022-01-28 17:38:47,5 Year Interim Milestone,2027-01-28 17:38:47,5042
,36035,,,Groundwater Levels,2022-01-28 17:38:47,10 Year Interim Milestone,2032-01-28 17:38:47,5045
,36035,,,Groundwater Levels,2022-01-28 17:38:47,15 Year Interim Milestone,2037-01-28 17:38:47,5049
,36035,,,Groundwater Levels,2022-01-28 17:38:47,Measurable Objective,2042-01-28 17:38:47,5052
,20711,,,Groundwater Levels,2022-01-28 17:38:47,Minimum Threshold,,4891
,20711,,,Groundwater Levels,2022-01-28 17:38:47,5 Year Interim Milestone,2027-01-28 17:38:47,4896
,20711,,,Groundwater Levels,2022-01-28 17:38:47,10 Year Interim Milestone,2032-01-28 17:38:47,4900
,20711,,,Groundwater Levels,2022-01-28 17:38:47,15 Year Interim Milestone,2037-01-28 17:38:47,4904
,20711,,,Groundwater Levels,2022-01-28 17:38:47,Measurable Objective,2042-01-28 17:38:47,4908
,20719,,,Groundwater Levels,2022-01-28 17:38:47,Minimum Threshold,,4929
,20719,,,Groundwater Levels,2022-01-28 17:38:47,5 Year Interim Milestone,2027-01-28 17:38:47,4931
,20719,,,Groundwater Levels,2022-01-28 17:38:47,10 Year Interim Milestone,2032-01-28 17:38:47,4932
,20719,,,Groundwater Levels,2022-01-28 17:38:47,15 Year Interim Milestone,2037-01-28 17:38:47,4933
,20719,,,Groundwater Levels,2022-01-28 17:38:47,Measurable Objective,2042-01-28 17:38:47,4934
,22071,,,Groundwater Levels,2022-01-28 17:38:47,Minimum Threshold,,4864
,22071,,,Groundwater Levels,2022-01-28 17:38:47,5 Year Interim Milestone,2027-01-28 17:38:47,4866
,22071,,,Groundwater Levels,2022-01-28 17:38:47,10 Year Interim Milestone,2032-01-28 17:38:47,4868
,22071,,,Groundwater Levels,2022-01-28 17:38:47,15 Year Interim Milestone,2037-01-28 17:38:47,4870
,22071,,,Groundwater Levels,2022-01-28 17:38:47,Measurable Objective,2042-01-28 17:38:47,4872
,22080,,,Groundwater Levels,2022-01-28 17:38:47,Minimum Threshold,,4863
,22080,,,Groundwater Levels,2022-01-28 17:38:47,5 Year Interim Milestone,2027-01-28 17:38:47,4866
,22080,,,Groundwater Levels,2022-01-28 17:38:47,10 Year Interim Milestone,2032-01-28 17:38:47,4868
,22080,,,Groundwater Levels,2022-01-28 17:38:47,15 Year Interim Milestone,2037-01-28 17:38:47,4870
,22080,,,Groundwater Levels,2022-01-28 17:38:47,Measurable Objective,2042-01-28 17:38:47,4872
,36663,,,Groundwater Levels,2022-01-28 17:38:47,Minimum Threshold,,4955
,36663,,,Groundwater Levels,2022-01-28 17:38:47,5 Year Interim Milestone,2027-01-28 17:38:47,4956
,36663,,,Groundwater Levels,2022-01-28 17:38:47,10 Year Interim Milestone,2032-01-28 17:38:47,4957
,36663,,,Groundwater Levels,2022-01-28 17:38:47,15 Year Interim Milestone,2037-01-28 17:38:47,4958
,36663,,,Groundwater Levels,2022-01-28 17:38:47,Measurable Objective,2042-01-28 17:38:47,4958
,22086,,,Groundwater Levels,2022-01-28 17:38:47,Minimum Threshold,,4905
,22086,,,Groundwater Levels,2022-01-28 17:38:47,5 Year Interim Milestone,2027-01-28 17:38:47,4909
,22086,,,Groundwater Levels,2022-01-28 17:38:47,10 Year Interim Milestone,2032-01-28 17:38:47,4913
,22086,,,Groundwater Levels,2022-01-28 17:38:47,15 Year Interim Milestone,2037-01-28 17:38:47,4917
,22086,,,Groundwater Levels,2022-01-28 17:38:47,Measurable Objective,2042-01-28 17:38:47,4921
,36764,,,Groundwater Levels,2022-01-28 17:38:47,Minimum Threshold,,4904
,36764,,,Groundwater Levels,2022-01-28 17:38:47,5 Year Interim Milestone,2027-01-28 17:38:47,4909
,36764,,,Groundwater Levels,2022-01-28 17:38:47,10 Year Interim Milestone,2032-01-28 17:38:47,4913
,36764,,,Groundwater Levels,2022-01-28 17:38:47,15 Year Interim Milestone,2037-01-28 17:38:47,4917
,36764,,,Groundwater Levels,2022-01-28 17:38:47,Measurable Objective,2042-01-28 17:38:47,4921
,22560,,,Groundwater Levels,2022-01-28 17:38:47,Minimum Threshold,,4987
,22560,,,Groundwater Levels,2022-01-28 17:38:47,5 Year Interim Milestone,2027-01-28 17:38:47,4991
,22560,,,Groundwater Levels,2022-01-28 17:38:47,10 Year Interim Milestone,2032-01-28 17:38:47,4995
,22560,,,Groundwater Levels,2022-01-28 17:38:47,15 Year Interim Milestone,2037-01-28 17:38:47,4999
,22560,,,Groundwater Levels,2022-01-28 17:38:47,Measurable Objective,2042-01-28 17:38:47,5002
,22561,,,Groundwater Levels,2022-01-28 17:38:47,Minimum Threshold,,4994
,22561,,,Groundwater Levels,2022-01-28 17:38:47,5 Year Interim Milestone,2027-01-28 17:38:47,4997
,22561,,,Groundwater Levels,2022-01-28 17:38:47,10 Year Interim Milestone,2032-01-28 17:38:47,4999
,22561,,,Groundwater Levels,2022-01-28 17:38:47,15 Year Interim Milestone,2037-01-28 17:38:47,5001
,22561,,,Groundwater Levels,2022-01-28 17:38:47,Measurable Objective,2042-01-28 17:38:47,5003
,20572,,,Groundwater Levels,2022-01-28 17:38:47,Minimum Threshold,,4730
,20572,,,Groundwater Levels,2022-01-28 17:38:47,5 Year Interim Milestone,2027-01-28 17:38:47,4745
,20572,,,Groundwater Levels,2022-01-28 17:38:47,10 Year Interim Milestone,2032-01-28 17:38:47,4760
,20572,,,Groundwater Levels,2022-01-28 17:38:47,15 Year Interim Milestone,2037-01-28 17:38:47,4775
