SGMA_SITE_ID,EWM_ID,INFO_SITE_ID,EXISTING_SITE_ID,SUSTAINABILITY_INDICATOR,START_DT,MEASUREMENT_TYPE,VALUE_DT,DATA_VALUE
,50259,,,Groundwater Levels,2020-01-23 16:01:30,Minimum Threshold,,-38
,50259,,,Groundwater Levels,2020-01-23 16:01:30,5 Year Interim Milestone,2025-01-23 16:01:30,-18.5
,50259,,,Groundwater Levels,2020-01-23 16:01:30,10 Year Interim Milestone,2030-01-23 16:01:30,-18.2
,50259,,,Groundwater Levels,2020-01-23 16:01:30,15 Year Interim Milestone,2035-01-23 16:01:30,-17.8
,50259,,,Groundwater Levels,2020-01-23 16:01:30,Measurable Objective,2040-01-23 16:01:30,-17.4
,50612,,,Groundwater Levels,2020-01-23 16:01:30,Minimum Threshold,,-20
,50612,,,Groundwater Levels,2020-01-23 16:01:30,5 Year Interim Milestone,2025-01-23 16:01:30,-12.1
,50612,,,Groundwater Levels,2020-01-23 16:01:30,10 Year Interim Milestone,2030-01-23 16:01:30,-7.7
,50612,,,Groundwater Levels,2020-01-23 16:01:30,15 Year Interim Milestone,2035-01-23 16:01:30,-3.2
,50612,,,Groundwater Levels,2020-01-23 16:01:30,Measurable Objective,2040-01-23 16:01:30,1.2
,50262,,,Groundwater Levels,2020-01-23 16:01:30,Minimum Threshold,,19
,50262,,,Groundwater Levels,2020-01-23 16:01:30,5 Year Interim Milestone,2025-01-23 16:01:30,40.9
,50262,,,Groundwater Levels,2020-01-23 16:01:30,10 Year Interim Milestone,2030-01-23 16:01:30,43.3
,50262,,,Groundwater Levels,2020-01-23 16:01:30,15 Year Interim Milestone,2035-01-23 16:01:30,45.6
,50262,,,Groundwater Levels,2020-01-23 16:01:30,Measurable Objective,2040-01-23 16:01:30,48
,50601,,,Groundwater Levels,2020-01-23 16:01:30,Minimum Threshold,,-10
,50601,,,Groundwater Levels,2020-01-23 16:01:30,5 Year Interim Milestone,2025-01-23 16:01:30,-6.9
,50601,,,Groundwater Levels,2020-01-23 16:01:30,10 Year Interim Milestone,2030-01-23 16:01:30,-2.9
,50601,,,Groundwater Levels,2020-01-23 16:01:30,15 Year Interim Milestone,2035-01-23 16:01:30,1.1
,50601,,,Groundwater Levels,2020-01-23 16:01:30,Measurable Objective,2040-01-23 16:01:30,5
,54259,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,232.8
,54259,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,280.37
,54259,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,277.61
,54259,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,275.77
,54259,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,275.2
,16087,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,203.3
,16087,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,248.61
,16087,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,244.07
,16087,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,241.05
,16087,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,240.1
,16247,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,234.4
,16247,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,269.11
,16247,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,265.96
,16247,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,263.86
,16247,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,263.2
,35678,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,217.3
,35678,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,255.9
,35678,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,252.05
,35678,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,249.49
,35678,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,248.7
,21141,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,230.2
,21141,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,265.28
,21141,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,263.58
,21141,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,262.44
,21141,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,262.1
,54267,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,39
,54267,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,97.21
,54267,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,87.74
,54267,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,81.43
,54267,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,79.4
,33308,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-9.3
,33308,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,58.2
,33308,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,46.41
,33308,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,38.56
,33308,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,36.1
,51314,,,Groundwater Levels,2020-01-29 14:29:12,Minimum Threshold,,60.7
,51314,,,Groundwater Levels,2020-01-29 14:29:12,5 Year Interim Milestone,2025-01-29 14:29:12,79.7
,51314,,,Groundwater Levels,2020-01-29 14:29:12,10 Year Interim Milestone,2030-01-29 14:29:12,79.7
,51314,,,Groundwater Levels,2020-01-29 14:29:12,15 Year Interim Milestone,2035-01-29 14:29:12,79.7
,51314,,,Groundwater Levels,2020-01-29 14:29:12,Measurable Objective,2040-01-29 14:29:12,79.7
,50971,,,Groundwater Levels,2020-01-31 16:30:14,Minimum Threshold,,-95
,50971,,,Groundwater Levels,2020-01-31 16:30:14,5 Year Interim Milestone,2025-01-31 16:30:14,359
,50971,,,Groundwater Levels,2020-01-31 16:30:14,10 Year Interim Milestone,2030-01-31 16:30:14,368
,50971,,,Groundwater Levels,2020-01-31 16:30:14,15 Year Interim Milestone,2035-01-31 16:30:14,386
,50971,,,Groundwater Levels,2020-01-31 16:30:14,Measurable Objective,2040-01-31 16:30:14,15
,35657,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,141.1
,35657,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,187.23
,35657,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,181.75
,35657,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,178.09
,35657,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,176.9
,18128,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,158
,18128,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,213.81
,18128,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,204.05
,18128,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,197.55
,18128,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,195.5
,54263,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,110.8
,54263,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,145.04
,54263,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,139.07
,54263,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,135.08
,54263,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,133.8
,13691,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,40
,13691,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,69.76
,13691,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,67.38
,13691,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,65.79
,13691,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,65.3
,15760,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-61
,15760,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,2.12
,15760,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,-8.9
,15760,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,-16.24
,15760,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,-18.5
,13246,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,424.8
,13246,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,443.14
,13246,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,439.94
,13246,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,437.8
,13246,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,437.1
,32885,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,376.5
,32885,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,410.7
,32885,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,409.91
,32885,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,409.38
,32885,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,409.2
,17617,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,361.5
,17617,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,407.42
,17617,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,405.62
,17617,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,404.41
,17617,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,404
,33749,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,303
,33749,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,357.71
,33749,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,355.19
,33749,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,353.52
,33749,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,353
,18420,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,143.3
,18420,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,207.73
,18420,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,198.04
,18420,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,191.59
,18420,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,189.6
,35787,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,137.3
,35787,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,200.55
,35787,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,189.5
,35787,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,182.13
,35787,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,179.8
,32881,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,279.1
,32881,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,310.13
,32881,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,307.11
,32881,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,305.1
,32881,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,304.5
,54339,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,362.5
,54339,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,372.22
,54339,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,371.52
,54339,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,371.06
,54339,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,370.9
,16783,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,264.9
,16783,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,325.85
,16783,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,321.84
,16783,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,319.17
,16783,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,318.3
,16944,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,224.6
,16944,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,266.1
,16944,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,262.73
,16944,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,260.49
,16944,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,259.8
,17433,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,205.7
,17433,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,245.35
,17433,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,238.43
,17433,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,233.81
,17433,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,232.4
,54340,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,314.6
,54340,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,318.71
,54340,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,318.41
,54340,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,318.21
,54340,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,318.2
,36197,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,205.8
,36197,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,261.44
,36197,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,254.61
,36197,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,250.05
,36197,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,248.6
,18295,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,188.9
,18295,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,253.33
,18295,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,247.68
,18295,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,243.92
,18295,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,242.7
,39173,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,163.1
,39173,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,229.72
,39173,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,225.45
,39173,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,222.61
,39173,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,221.7
,54341,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,209.7
,54341,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,286.45
,54341,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,279.94
,54341,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,275.6
,54341,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,274.2
,54342,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,177.7
,54342,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,262.65
,54342,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,254.69
,54342,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,249.39
,54342,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,247.7
,16273,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,250.1
,16273,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,293.56
,16273,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,285.96
,16273,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,280.9
,16273,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,279.3
,17719,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,125.2
,17719,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,202.19
,17719,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,188.75
,17719,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,179.79
,17719,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,177
,54343,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,231.1
,54343,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,274.61
,54343,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,267.19
,54343,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,262.24
,54343,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,260.7
,54344,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,84.4
,54344,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,156.59
,54344,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,144.27
,54344,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,136.06
,54344,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,133.5
,35963,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,86.1
,35963,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,192.93
,35963,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,180.77
,35963,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,172.68
,35963,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,170.1
,54345,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,154.1
,54345,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,211.9
,54345,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,201.8
,54345,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,195.07
,54345,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,193
,14411,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,21.1
,14411,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,74.14
,14411,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,69.78
,14411,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,66.87
,14411,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,66
,20961,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,-80
,20961,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,-25.61
,20961,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,-33.13
,20961,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,-38.14
,20961,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,-39.7
,13852,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-118.5
,13852,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,-51.56
,13852,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,-63.25
,13852,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,-71.04
,13852,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,-73.5
,18099,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,28.4
,18099,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,68.85
,18099,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,64.15
,18099,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,61.02
,18099,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,60
,33644,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,44.9
,33644,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,74.17
,33644,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,69.07
,33644,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,65.66
,33644,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,64.6
,31953,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,-40.5
,31953,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,44.17
,31953,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,35.88
,31953,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,30.37
,31953,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,28.6
,14256,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,42.6
,14256,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,100.69
,14256,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,95.37
,14256,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,91.83
,14256,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,90.7
,54010,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,-53.1
,54010,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,18.81
,54010,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,11.78
,54010,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,7.1
,54010,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,5.6
,48444,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,14.7
,48444,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,69.47
,48444,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,59.91
,48444,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,53.53
,48444,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,51.5
,54012,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,-12.4
,54012,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,13.68
,54012,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,9.12
,54012,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,6.09
,54012,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,5.1
,48451,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,-23.2
,48451,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,37.74
,48451,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,30.83
,48451,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,26.22
,48451,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,24.8
,54014,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,43.2
